"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CEBPA",96.4359725708397,-2.11147384497329,0.630825468748203,-3.3471601093774,0.000816440401178095,0.015937298591418
"CEBPB",245.22980934446,-2.35696236423346,0.574522082167618,-4.10247480016932,4.08754386322767e-05,0.00154508868414699
"CEMIP",27.029448132645,2.46627983544538,0.813534387740959,3.03156187692791,0.00243292049624666,0.0350954564238175
"CES1P1",44.2958026432783,2.41342252591317,0.6901167539257,3.49712206258509,0.000470306586651342,0.0105268468298083
"CFAP44",31.8174166857425,-2.49874726470049,0.867374938780197,-2.88081561154455,0.00396647610643609,0.0496288883374272
"CFAP58-DT",230.762733670623,4.342249456671,0.493253640758185,8.80327907969718,1.32875593126824e-18,1.304525676051e-15
"CFB",174.827536187509,6.32003767798875,0.91224223486086,6.92802573315706,4.26754131549899e-12,1.42450529111356e-09
"CH25H",29.3491643122412,5.70611414667472,1.250977348466,4.56132491421352,5.08318522592337e-06,0.00028092172655848
"CHIT1",30.3610697318744,5.86434728995157,1.23096610853639,4.7640201052523,1.89773583724554e-06,0.000124208671073051
"CLC",114.927020330688,2.85694182190029,0.564131241094489,5.06432123198398,4.09858036731424e-07,3.38640130348884e-05
"CLDN1",18.9114913549772,5.07976945919449,1.51760175169815,3.34723484175632,0.000816220316601954,0.015937298591418
"CLEC12A-AS1",60.5714078907005,4.95355090299483,1.1053902503789,4.4812688562224,7.42005663980918e-06,0.000383407880242772
"CLEC4D",744.409654561311,3.12041775684576,0.56613320581747,5.51180839558778,3.55165444721516e-08,4.42745583116248e-06
"CLEC4E",963.112375822533,3.00647208953175,0.439697358565702,6.83759415644183,8.05341575328562e-12,2.31743980900581e-09
"CLEC5A",1276.77154905292,2.09247488778863,0.503035416994603,4.15969694597284,3.18670137087097e-05,0.0012785107182653
"CLIC2",270.225015049043,2.21432050877252,0.553564517612926,4.0001127932135,6.33123001933435e-05,0.00216977883003471
"CLIC4",5222.95846142595,4.04787228310616,0.49191197450614,8.22885494334644,1.89011496333139e-16,1.3144174474167e-13
"CLIC4P1",130.956048666297,3.77054747227714,0.578019005854199,6.52322403604187,6.8811959942298e-11,1.7668794022107e-08
"CLIC4P2",44.1255819538609,3.97563725807533,0.770229456389872,5.16162712954328,2.44812547167029e-07,2.18498471241589e-05
"CLIC4P3",87.7843356201584,4.04848161562031,0.638276977902667,6.3428288278912,2.25584031966466e-10,5.15753081304154e-08
"CLK2",56.8089779629914,-2.80733739006536,0.722512308764464,-3.88552188801609,0.000102110292088351,0.00315013082246689
"CLU",891.900705011767,2.22278949694969,0.620540897156639,3.58201934334169,0.000340948540561434,0.00828551610726007
"CMPK2",930.266579058446,5.46364819748191,0.617896439388598,8.84233643244188,9.37374670929208e-19,9.7779895361303e-16
"CMSS1",223.172558188231,2.27591221239009,0.501596010351606,4.53734113793037,5.69679142009597e-06,0.000303768207033233
"CNP",1899.88094259607,2.36964044555443,0.552537255826282,4.28865279321444,1.79760120060829e-05,0.000796449733964694
"COL17A1",20.3295281064757,4.76419670765994,1.18041781452894,4.03602576055762,5.43642496295759e-05,0.00192278546629904
"COL19A1",135.776723404558,-2.83236223324671,0.59139818841392,-4.78926430404338,1.67393883331993e-06,0.000112200960353854
"COL1A1",63.9534124203425,-2.06114510583308,0.694950612792647,-2.96588716937798,0.00301811193075688,0.0411202352035366
"CPA3",84.1108849947412,3.52065864007326,0.614279930348637,5.73135872773036,9.96293085346827e-09,1.47694074804889e-06
"CPNE7",29.1675625765552,2.89887741609249,0.808222710403118,3.58673095766712,0.000334849491491183,0.00818427772008808
"CRISP3",47.4089613722397,4.76393565370745,0.910485952276575,5.23230000616235,1.67413744418862e-07,1.57860756742984e-05
"CRLF2",90.5417794784593,2.30847424598776,0.72013271296372,3.20562335862676,0.00134770265684022,0.0229054555424269
"CRYM",77.6133035550158,2.65260153835308,0.784017420985213,3.38334514942253,0.00071608576626367,0.0144515978705449
"CSF3",277.560507041693,7.99946175613158,0.778215591676956,10.2792360390695,8.74177534324335e-25,1.82375288098414e-21
"CSF3R",4853.79467547082,2.23193241827681,0.45899949470496,4.86260321421807,1.1585193380034e-06,8.33434816865376e-05
"CT75",63.4710083627169,4.78756616781059,0.785628585225804,6.09393071719069,1.10171357145257e-09,2.08949994403902e-07
"CTSL",3875.30612543263,2.12197083963296,0.408881429680765,5.18969727064811,2.10636245941368e-07,1.92104860369477e-05
"CTSL3P",27.1913527879081,2.70545929047902,0.823400689136744,3.28571414400373,0.00101724186205582,0.0187599631797919
"CXCL1",6204.22306958308,3.49925618027657,0.628260474160133,5.56975382695278,2.55099504903357e-08,3.37905614034685e-06
"CXCL10",1348.61006217498,6.44400542278205,1.65264245381129,3.89921329197432,9.65057357051143e-05,0.00302191506363669
"CXCL11",48.0604019818377,7.10738743392111,1.37594089431277,5.16547437705962,2.39829882595074e-07,2.15202190350096e-05
"CXCL16",5909.13962018737,2.29260672275992,0.506028031260857,4.53059234099638,5.88185387809517e-06,0.000311644892779074
"CXCL3",20110.540217344,2.09202591689411,0.695131254124819,3.00954086653462,0.00261642877443527,0.0369756107073029
"CXCL5",286.472128697462,3.12308820932013,0.578735400728325,5.39640085156325,6.79909552316482e-08,7.61589961621617e-06
"CXCL6",21.4431783738784,4.07803510511914,1.12860113748944,3.61335370810514,0.000302261924595105,0.00759186041513531
"CXCL8",378495.863803606,3.83405477012,0.681553368550517,5.62546521965553,1.85008681595818e-08,2.59624666725763e-06
"CXCR2P1",77.1812823168481,2.06193240680137,0.670688585840262,3.07435142081344,0.00210960772898467,0.0318636678703658
"CXCR3",1699.53288947956,2.55840080431409,0.416254393517802,6.14624336500768,7.93395240383234e-10,1.63478599530817e-07
"CXCR6",289.233825011714,2.62867920062215,0.467290170986669,5.62536805572386,1.85112854046529e-08,2.59624666725763e-06
"CYB5R2",76.7378434627039,2.1207684787195,0.571164231629248,3.71306248059337,0.000204766308975851,0.00554797028702427
"DEFA1",1466.93562243281,2.41911938478641,0.550770976981508,4.39224194064174,1.12187753715494e-05,0.000541160002749014
"DEFA1B",550.356200446939,2.34472868113441,0.546774324134028,4.28829331890803,1.80051227160904e-05,0.000796449733964694
"DEFA3",2261.79290393328,2.45331919134387,0.537331704967442,4.56574434127709,4.977250696707e-06,0.000276901047093466
"DEFA4",160.097316768223,2.24100627924857,0.559982132284117,4.00192461517961,6.28293184412707e-05,0.00215765704688232
"DENND5B-AS1",28.3649572277313,5.15379265318188,1.09096793644053,4.72405510834442,2.3118772463565e-06,0.000145553612703994
"DGKA",701.292447474069,-2.01329459841851,0.510690582772838,-3.94229826500256,8.07045249614158e-05,0.00260533563173313
"DHX58",400.97540772167,3.36146083039017,0.657364171156843,5.11354433034371,3.16169513912472e-07,2.70608676266623e-05
"DIAPH1-AS1",39.6928608322319,-3.50187833875464,0.850271739701961,-4.11854019749278,3.8128006671576e-05,0.00147304729478843
"DKK3",86.3417113680681,3.03703869942593,0.634358741670228,4.78757286678133,1.68810454201225e-06,0.000112341371177157
"DLX2",73.8989958212205,-3.07323788688584,0.896384404415697,-3.42848210181559,0.000606966555793096,0.0127424802719331
"DMTN",231.842881842143,2.26932038395057,0.492271487110178,4.60989604998727,4.02870359055719e-06,0.000231115008524513
"DNAAF1",481.530381167614,4.41304513871474,0.491184377307715,8.98449816930979,2.59917698003568e-19,3.09859027119967e-16
"DNAAF11",13.6309169659266,-4.47808911927262,1.47619398593442,-3.03353702964588,0.0024170504589247,0.0349269023025569
"DNAJB4",581.260685130192,2.4117666689182,0.621127480585254,3.8828851472579,0.000103224332165853,0.00317862380783778
"DNASE1",64.5649839204738,-3.5304779802685,0.685253261726181,-5.15207760029494,2.57616387514315e-07,2.27492989820842e-05
"DOCK4",345.374489684553,2.7327032204795,0.486167295666405,5.62091124770886,1.89952844201893e-08,2.64192747477466e-06
"DPYD-AS2",13.4747430635209,-5.37254724463884,1.6974475816771,-3.16507402209774,0.0015504350195531,0.0256205549270705
"DPYSL3",236.323156810981,4.69664153677974,0.765411428771984,6.13610061233991,8.45716070989671e-10,1.72134161278264e-07
"DRAM1",1662.79788462536,2.7234698953901,0.473690014085979,5.74947711457513,8.95198687584755e-09,1.35838036260164e-06
"DSC1",46.1971362041492,-2.44231097275444,0.741272703732067,-3.29475368573292,0.00098507984210659,0.0182476985688469
"DTX3L",2612.78841065576,2.591818733189,0.535503137526752,4.83996927666837,1.29859202680104e-06,9.14493710013054e-05
"DUSP10",1929.4847815218,2.24358115304832,0.499085556974357,4.49538385091676,6.94445572567351e-06,0.000362196768942159
"DYRK3-AS1",8.85499662300967,7.00813440179014,2.07550614255951,3.37659053764481,0.000733902140389809,0.0147221475037331
"EDN1",183.612259170888,2.07278968266864,0.518807133684056,3.99529911616623,6.46126238389235e-05,0.00220528566844915
"EHD1",11576.921276392,2.1336260496914,0.463550758076428,4.60278839483555,4.16871722715387e-06,0.000236652688847613
"EHD4",3994.62250201681,3.00810334029995,0.501933053769555,5.99303695524506,2.05958024491276e-09,3.65685045612701e-07
"EHF",73.1063066682756,4.70595769527184,0.680485796092619,6.91558548656514,4.65934962024025e-12,1.52479500317274e-09
"EIF2AK2",3101.19017991851,2.57146518301337,0.622541276813412,4.13059387190496,3.61827308268908e-05,0.00141758163732584
"ELOVL7",118.799030999922,2.86101917742832,0.705705776216684,4.05412464209426,5.03223812912789e-05,0.00181792325487326
